opening_type,context,move_type_pred,move_pred
"French Defense: Classical Variation, Richter Attack","r n b q k . . r
p p p . b p p p
. . . . p B . .
. . . p . . . .
. . . P P . . .
. . N . . . . .
P P P . . P P P
R . . Q K B N R e7f6 1
r n b q k . . r
p p p . . p p p
. . . . p b . .
. . . p . . . .
. . . P P . . .
. . N . . . . .
P P P . . P P P
R . . Q K B N R e4e5 0
r n b q k . . r
p p p . . p p p
. . . . p b . .
. . . p P . . .
. . . P . . . .
. . N . . . . .
P P P . . P P P
R . . Q K B N R f6e7 0
r n b q k . . r
p p p . b p p p
. . . . p . . .
. . . p P . . .
. . . P . . . .
. . N . . . . .
P P P . . P P P
R . . Q K B N R
",0,d1g4
Giuoco Piano,"r n b q k b n r
p p p p . p p p
. . . . . . . .
. . . . p . . .
. . . . P . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R g1f3 0
r n b q k b n r
p p p p . p p p
. . . . . . . .
. . . . p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K B . R b8c6 0
r . b q k b n r
p p p p . p p p
. . n . . . . .
. . . . p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K B . R f1c4 0
r . b q k b n r
p p p p . p p p
. . n . . . . .
. . . . p . . .
. . B . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K . . R f8c5 0
r . b q k . n r
p p p p . p p p
. . n . . . . .
. . b . p . . .
. . B . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K . . R a2a3 0
r . b q k . n r
p p p p . p p p
. . n . . . . .
. . b . p . . .
. . B . P . . .
P . . . . N . .
. P P P . P P P
R N B Q K . . R d8f6 0
r . b . k . n r
p p p p . p p p
. . n . . q . .
. . b . p . . .
. . B . P . . .
P . . . . N . .
. P P P . P P P
R N B Q K . . R b2b4 0
r . b . k . n r
p p p p . p p p
. . n . . q . .
. . b . p . . .
. P B . P . . .
P . . . . N . .
. . P P . P P P
R N B Q K . . R c5b6 0
r . b . k . n r
p p p p . p p p
. b n . . q . .
. . . . p . . .
. P B . P . . .
P . . . . N . .
. . P P . P P P
R N B Q K . . R d2d3 0
r . b . k . n r
p p p p . p p p
. b n . . q . .
. . . . p . . .
. P B . P . . .
P . . P . N . .
. . P . . P P P
R N B Q K . . R h7h6 0
r . b . k . n r
p p p p . p p .
. b n . . q . p
. . . . p . . .
. P B . P . . .
P . . P . N . .
. . P . . P P P
R N B Q K . . R b1c3 0
r . b . k . n r
p p p p . p p .
. b n . . q . p
. . . . p . . .
. P B . P . . .
P . N P . N . .
. . P . . P P P
R . B Q K . . R g8e7 0
r . b . k . . r
p p p p n p p .
. b n . . q . p
. . . . p . . .
. P B . P . . .
P . N P . N . .
. . P . . P P P
R . B Q K . . R
","0,5",e1g1
Giuoco Piano,"r . b . k . n r
p p p p . p p p
. b n . . q . .
. . . . p . . .
. P B . P . . .
P . . P . N . .
. . P . . P P P
R N B Q K . . R h7h6 0
r . b . k . n r
p p p p . p p .
. b n . . q . p
. . . . p . . .
. P B . P . . .
P . . P . N . .
. . P . . P P P
R N B Q K . . R b1c3 0
r . b . k . n r
p p p p . p p .
. b n . . q . p
. . . . p . . .
. P B . P . . .
P . N P . N . .
. . P . . P P P
R . B Q K . . R g8e7 0
r . b . k . . r
p p p p n p p .
. b n . . q . p
. . . . p . . .
. P B . P . . .
P . N P . N . .
. . P . . P P P
R . B Q K . . R e1g1 0,5
r . b . k . . r
p p p p n p p .
. b n . . q . p
. . . . p . . .
. P B . P . . .
P . N P . N . .
. . P . . P P P
R . B Q . R K . e8g8 0,5
r . b . . r k .
p p p p n p p .
. b n . . q . p
. . . . p . . .
. P B . P . . .
P . N P . N . .
. . P . . P P P
R . B Q . R K . f1e1 0
r . b . . r k .
p p p p n p p .
. b n . . q . p
. . . . p . . .
. P B . P . . .
P . N P . N . .
. . P . . P P P
R . B Q R . K . a7a6 0
r . b . . r k .
. p p p n p p .
p b n . . q . p
. . . . p . . .
. P B . P . . .
P . N P . N . .
. . P . . P P P
R . B Q R . K . c1e3 0
r . b . . r k .
. p p p n p p .
p b n . . q . p
. . . . p . . .
. P B . P . . .
P . N P B N . .
. . P . . P P P
R . . Q R . K . c6d4 0
r . b . . r k .
. p p p n p p .
p b . . . q . p
. . . . p . . .
. P B n P . . .
P . N P B N . .
. . P . . P P P
R . . Q R . K . e3d4 1
r . b . . r k .
. p p p n p p .
p b . . . q . p
. . . . p . . .
. P B B P . . .
P . N P . N . .
. . P . . P P P
R . . Q R . K .
",1,e5d4
Giuoco Piano,"r n b q k b n r
p p p p . p p p
. . . . . . . .
. . . . p . . .
. . . . P . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R g1f3 0
r n b q k b n r
p p p p . p p p
. . . . . . . .
. . . . p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K B . R b8c6 0
r . b q k b n r
p p p p . p p p
. . n . . . . .
. . . . p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K B . R f1c4 0
r . b q k b n r
p p p p . p p p
. . n . . . . .
. . . . p . . .
. . B . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K . . R f8c5 0
r . b q k . n r
p p p p . p p p
. . n . . . . .
. . b . p . . .
. . B . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K . . R a2a3 0
r . b q k . n r
p p p p . p p p
. . n . . . . .
. . b . p . . .
. . B . P . . .
P . . . . N . .
. P P P . P P P
R N B Q K . . R
",0,d8f6
Giuoco Piano,"r . b q k . n r
p p p p . p p p
. . n . . . . .
. . b . p . . .
. . B . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K . . R a2a3 0
r . b q k . n r
p p p p . p p p
. . n . . . . .
. . b . p . . .
. . B . P . . .
P . . . . N . .
. P P P . P P P
R N B Q K . . R d8f6 0
r . b . k . n r
p p p p . p p p
. . n . . q . .
. . b . p . . .
. . B . P . . .
P . . . . N . .
. P P P . P P P
R N B Q K . . R b2b4 0
r . b . k . n r
p p p p . p p p
. . n . . q . .
. . b . p . . .
. P B . P . . .
P . . . . N . .
. . P P . P P P
R N B Q K . . R c5b6 0
r . b . k . n r
p p p p . p p p
. b n . . q . .
. . . . p . . .
. P B . P . . .
P . . . . N . .
. . P P . P P P
R N B Q K . . R d2d3 0
r . b . k . n r
p p p p . p p p
. b n . . q . .
. . . . p . . .
. P B . P . . .
P . . P . N . .
. . P . . P P P
R N B Q K . . R h7h6 0
r . b . k . n r
p p p p . p p .
. b n . . q . p
. . . . p . . .
. P B . P . . .
P . . P . N . .
. . P . . P P P
R N B Q K . . R b1c3 0
r . b . k . n r
p p p p . p p .
. b n . . q . p
. . . . p . . .
. P B . P . . .
P . N P . N . .
. . P . . P P P
R . B Q K . . R g8e7 0
r . b . k . . r
p p p p n p p .
. b n . . q . p
. . . . p . . .
. P B . P . . .
P . N P . N . .
. . P . . P P P
R . B Q K . . R e1g1 0,5
r . b . k . . r
p p p p n p p .
. b n . . q . p
. . . . p . . .
. P B . P . . .
P . N P . N . .
. . P . . P P P
R . B Q . R K .
","0,5",e8g8
Giuoco Piano,"r . b . k . . r
p p p p n p p .
. b n . . q . p
. . . . p . . .
. P B . P . . .
P . N P . N . .
. . P . . P P P
R . B Q K . . R e1g1 0,5
r . b . k . . r
p p p p n p p .
. b n . . q . p
. . . . p . . .
. P B . P . . .
P . N P . N . .
. . P . . P P P
R . B Q . R K . e8g8 0,5
r . b . . r k .
p p p p n p p .
. b n . . q . p
. . . . p . . .
. P B . P . . .
P . N P . N . .
. . P . . P P P
R . B Q . R K . f1e1 0
r . b . . r k .
p p p p n p p .
. b n . . q . p
. . . . p . . .
. P B . P . . .
P . N P . N . .
. . P . . P P P
R . B Q R . K . a7a6 0
r . b . . r k .
. p p p n p p .
p b n . . q . p
. . . . p . . .
. P B . P . . .
P . N P . N . .
. . P . . P P P
R . B Q R . K . c1e3 0
r . b . . r k .
. p p p n p p .
p b n . . q . p
. . . . p . . .
. P B . P . . .
P . N P B N . .
. . P . . P P P
R . . Q R . K . c6d4 0
r . b . . r k .
. p p p n p p .
p b . . . q . p
. . . . p . . .
. P B n P . . .
P . N P B N . .
. . P . . P P P
R . . Q R . K .
",1,e3d4
Ruy Lopez: Cozio Defense,"r . b q k b . r
. p p p n p p .
p . n . . . . p
. . . N p . . .
B . . . P . . .
. . . . . N . .
P P P P . P P P
R . B Q K . . R b7b5 0
r . b q k b . r
. . p p n p p .
p . n . . . . p
. p . N p . . .
B . . . P . . .
. . . . . N . .
P P P P . P P P
R . B Q K . . R a4b3 0
r . b q k b . r
. . p p n p p .
p . n . . . . p
. p . N p . . .
. . . . P . . .
. B . . . N . .
P P P P . P P P
R . B Q K . . R e7g6 0
r . b q k b . r
. . p p . p p .
p . n . . . n p
. p . N p . . .
. . . . P . . .
. B . . . N . .
P P P P . P P P
R . B Q K . . R c2c4 0
r . b q k b . r
. . p p . p p .
p . n . . . n p
. p . N p . . .
. . P . P . . .
. B . . . N . .
P P . P . P P P
R . B Q K . . R b5b4 0
r . b q k b . r
. . p p . p p .
p . n . . . n p
. . . N p . . .
. p P . P . . .
. B . . . N . .
P P . P . P P P
R . B Q K . . R b3a4 0
r . b q k b . r
. . p p . p p .
p . n . . . n p
. . . N p . . .
B p P . P . . .
. . . . . N . .
P P . P . P P P
R . B Q K . . R c6d4 0
r . b q k b . r
. . p p . p p .
p . . . . . n p
. . . N p . . .
B p P n P . . .
. . . . . N . .
P P . P . P P P
R . B Q K . . R e1g1 0,5
r . b q k b . r
. . p p . p p .
p . . . . . n p
. . . N p . . .
B p P n P . . .
. . . . . N . .
P P . P . P P P
R . B Q . R K . c7c6 0
r . b q k b . r
. . . p . p p .
p . p . . . n p
. . . N p . . .
B p P n P . . .
. . . . . N . .
P P . P . P P P
R . B Q . R K . d5e3 0
r . b q k b . r
. . . p . p p .
p . p . . . n p
. . . . p . . .
B p P n P . . .
. . . . N N . .
P P . P . P P P
R . B Q . R K . a6a5 0
r . b q k b . r
. . . p . p p .
. . p . . . n p
p . . . p . . .
B p P n P . . .
. . . . N N . .
P P . P . P P P
R . B Q . R K . f3d4 1
r . b q k b . r
. . . p . p p .
. . p . . . n p
p . . . p . . .
B p P N P . . .
. . . . N . . .
P P . P . P P P
R . B Q . R K .
",1,e5d4
Ruy Lopez: Cozio Defense,"r n b q k b n r
p p p p . p p p
. . . . . . . .
. . . . p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K B . R b8c6 0
r . b q k b n r
p p p p . p p p
. . n . . . . .
. . . . p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K B . R f1b5 0
r . b q k b n r
p p p p . p p p
. . n . . . . .
. B . . p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K . . R g8e7 0
r . b q k b . r
p p p p n p p p
. . n . . . . .
. B . . p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K . . R b1c3 0
r . b q k b . r
p p p p n p p p
. . n . . . . .
. B . . p . . .
. . . . P . . .
. . N . . N . .
P P P P . P P P
R . B Q K . . R h7h6 0
r . b q k b . r
p p p p n p p .
. . n . . . . p
. B . . p . . .
. . . . P . . .
. . N . . N . .
P P P P . P P P
R . B Q K . . R c3d5 0
r . b q k b . r
p p p p n p p .
. . n . . . . p
. B . N p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R . B Q K . . R a7a6 0
r . b q k b . r
. p p p n p p .
p . n . . . . p
. B . N p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R . B Q K . . R b5a4 0
r . b q k b . r
. p p p n p p .
p . n . . . . p
. . . N p . . .
B . . . P . . .
. . . . . N . .
P P P P . P P P
R . B Q K . . R b7b5 0
r . b q k b . r
. . p p n p p .
p . n . . . . p
. p . N p . . .
B . . . P . . .
. . . . . N . .
P P P P . P P P
R . B Q K . . R a4b3 0
r . b q k b . r
. . p p n p p .
p . n . . . . p
. p . N p . . .
. . . . P . . .
. B . . . N . .
P P P P . P P P
R . B Q K . . R
",0,e7g6
Ruy Lopez: Cozio Defense,"r . b q k b n r
p p p p . p p p
. . n . . . . .
. B . . p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K . . R g8e7 0
r . b q k b . r
p p p p n p p p
. . n . . . . .
. B . . p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K . . R b1c3 0
r . b q k b . r
p p p p n p p p
. . n . . . . .
. B . . p . . .
. . . . P . . .
. . N . . N . .
P P P P . P P P
R . B Q K . . R h7h6 0
r . b q k b . r
p p p p n p p .
. . n . . . . p
. B . . p . . .
. . . . P . . .
. . N . . N . .
P P P P . P P P
R . B Q K . . R c3d5 0
r . b q k b . r
p p p p n p p .
. . n . . . . p
. B . N p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R . B Q K . . R a7a6 0
r . b q k b . r
. p p p n p p .
p . n . . . . p
. B . N p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R . B Q K . . R b5a4 0
r . b q k b . r
. p p p n p p .
p . n . . . . p
. . . N p . . .
B . . . P . . .
. . . . . N . .
P P P P . P P P
R . B Q K . . R b7b5 0
r . b q k b . r
. . p p n p p .
p . n . . . . p
. p . N p . . .
B . . . P . . .
. . . . . N . .
P P P P . P P P
R . B Q K . . R a4b3 0
r . b q k b . r
. . p p n p p .
p . n . . . . p
. p . N p . . .
. . . . P . . .
. B . . . N . .
P P P P . P P P
R . B Q K . . R e7g6 0
r . b q k b . r
. . p p . p p .
p . n . . . n p
. p . N p . . .
. . . . P . . .
. B . . . N . .
P P P P . P P P
R . B Q K . . R c2c4 0
r . b q k b . r
. . p p . p p .
p . n . . . n p
. p . N p . . .
. . P . P . . .
. B . . . N . .
P P . P . P P P
R . B Q K . . R b5b4 0
r . b q k b . r
. . p p . p p .
p . n . . . n p
. . . N p . . .
. p P . P . . .
. B . . . N . .
P P . P . P P P
R . B Q K . . R b3a4 0
r . b q k b . r
. . p p . p p .
p . n . . . n p
. . . N p . . .
B p P . P . . .
. . . . . N . .
P P . P . P P P
R . B Q K . . R
",0,c6d4
Ruy Lopez: Cozio Defense,"r . b q k b . r
. . p p n p p .
p . n . . . . p
. p . N p . . .
B . . . P . . .
. . . . . N . .
P P P P . P P P
R . B Q K . . R a4b3 0
r . b q k b . r
. . p p n p p .
p . n . . . . p
. p . N p . . .
. . . . P . . .
. B . . . N . .
P P P P . P P P
R . B Q K . . R e7g6 0
r . b q k b . r
. . p p . p p .
p . n . . . n p
. p . N p . . .
. . . . P . . .
. B . . . N . .
P P P P . P P P
R . B Q K . . R c2c4 0
r . b q k b . r
. . p p . p p .
p . n . . . n p
. p . N p . . .
. . P . P . . .
. B . . . N . .
P P . P . P P P
R . B Q K . . R b5b4 0
r . b q k b . r
. . p p . p p .
p . n . . . n p
. . . N p . . .
. p P . P . . .
. B . . . N . .
P P . P . P P P
R . B Q K . . R b3a4 0
r . b q k b . r
. . p p . p p .
p . n . . . n p
. . . N p . . .
B p P . P . . .
. . . . . N . .
P P . P . P P P
R . B Q K . . R c6d4 0
r . b q k b . r
. . p p . p p .
p . . . . . n p
. . . N p . . .
B p P n P . . .
. . . . . N . .
P P . P . P P P
R . B Q K . . R e1g1 0,5
r . b q k b . r
. . p p . p p .
p . . . . . n p
. . . N p . . .
B p P n P . . .
. . . . . N . .
P P . P . P P P
R . B Q . R K . c7c6 0
r . b q k b . r
. . . p . p p .
p . p . . . n p
. . . N p . . .
B p P n P . . .
. . . . . N . .
P P . P . P P P
R . B Q . R K . d5e3 0
r . b q k b . r
. . . p . p p .
p . p . . . n p
. . . . p . . .
B p P n P . . .
. . . . N N . .
P P . P . P P P
R . B Q . R K . a6a5 0
r . b q k b . r
. . . p . p p .
. . p . . . n p
p . . . p . . .
B p P n P . . .
. . . . N N . .
P P . P . P P P
R . B Q . R K . f3d4 1
r . b q k b . r
. . . p . p p .
. . p . . . n p
p . . . p . . .
B p P N P . . .
. . . . N . . .
P P . P . P P P
R . B Q . R K . e5d4 1
r . b q k b . r
. . . p . p p .
. . p . . . n p
p . . . . . . .
B p P p P . . .
. . . . N . . .
P P . P . P P P
R . B Q . R K . e3f5 0
r . b q k b . r
. . . p . p p .
. . p . . . n p
p . . . . N . .
B p P p P . . .
. . . . . . . .
P P . P . P P P
R . B Q . R K . c8a6 0
r . . q k b . r
. . . p . p p .
b . p . . . n p
p . . . . N . .
B p P p P . . .
. . . . . . . .
P P . P . P P P
R . B Q . R K .
",1,f5d4
Ruy Lopez: Cozio Defense,"r n b q k b n r
p p p p . p p p
. . . . . . . .
. . . . p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K B . R b8c6 0
r . b q k b n r
p p p p . p p p
. . n . . . . .
. . . . p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K B . R f1b5 0
r . b q k b n r
p p p p . p p p
. . n . . . . .
. B . . p . . .
. . . . P . . .
. . . . . N . .
P P P P . P P P
R N B Q K . . R
",0,g8e7
Sicilian Defense: McDonnell Attack,"r n . q k b n r
. p . . p p p p
p . . . . . . .
. . p . . b . .
. . B . . P . .
. . N P . . . .
P P P . . . P P
R . B Q K . N R g2g4 0
r n . q k b n r
. p . . p p p p
p . . . . . . .
. . p . . b . .
. . B . . P P .
. . N P . . . .
P P P . . . . P
R . B Q K . N R f5d7 0
r n . q k b n r
. p . b p p p p
p . . . . . . .
. . p . . . . .
. . B . . P P .
. . N P . . . .
P P P . . . . P
R . B Q K . N R
",0,a2a4
Sicilian Defense: McDonnell Attack,"r n b . k b n r
p p . . p p p p
. . . . . . . .
. . p q . . . .
. . . . . P . .
. . . . . . . .
P P P P . . P P
R N B Q K B N R b1c3 0
r n b . k b n r
p p . . p p p p
. . . . . . . .
. . p q . . . .
. . . . . P . .
. . N . . . . .
P P P P . . P P
R . B Q K B N R d5d8 0
r n b q k b n r
p p . . p p p p
. . . . . . . .
. . p . . . . .
. . . . . P . .
. . N . . . . .
P P P P . . P P
R . B Q K B N R f1c4 0
r n b q k b n r
p p . . p p p p
. . . . . . . .
. . p . . . . .
. . B . . P . .
. . N . . . . .
P P P P . . P P
R . B Q K . N R c8f5 0
r n . q k b n r
p p . . p p p p
. . . . . . . .
. . p . . b . .
. . B . . P . .
. . N . . . . .
P P P P . . P P
R . B Q K . N R d2d3 0
r n . q k b n r
p p . . p p p p
. . . . . . . .
. . p . . b . .
. . B . . P . .
. . N P . . . .
P P P . . . P P
R . B Q K . N R a7a6 0
r n . q k b n r
. p . . p p p p
p . . . . . . .
. . p . . b . .
. . B . . P . .
. . N P . . . .
P P P . . . P P
R . B Q K . N R g2g4 0
r n . q k b n r
. p . . p p p p
p . . . . . . .
. . p . . b . .
. . B . . P P .
. . N P . . . .
P P P . . . . P
R . B Q K . N R
",0,f5d7
Sicilian Defense: McDonnell Attack,"r n b q k b n r
p p p p p p p p
. . . . . . . .
. . . . . . . .
. . . . P . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R c7c5 0
r n b q k b n r
p p . p p p p p
. . . . . . . .
. . p . . . . .
. . . . P . . .
. . . . . . . .
P P P P . P P P
R N B Q K B N R f2f4 0
r n b q k b n r
p p . p p p p p
. . . . . . . .
. . p . . . . .
. . . . P P . .
. . . . . . . .
P P P P . . P P
R N B Q K B N R d7d5 0
r n b q k b n r
p p . . p p p p
. . . . . . . .
. . p p . . . .
. . . . P P . .
. . . . . . . .
P P P P . . P P
R N B Q K B N R e4d5 1
r n b q k b n r
p p . . p p p p
. . . . . . . .
. . p P . . . .
. . . . . P . .
. . . . . . . .
P P P P . . P P
R N B Q K B N R d8d5 1
r n b . k b n r
p p . . p p p p
. . . . . . . .
. . p q . . . .
. . . . . P . .
. . . . . . . .
P P P P . . P P
R N B Q K B N R b1c3 0
r n b . k b n r
p p . . p p p p
. . . . . . . .
. . p q . . . .
. . . . . P . .
. . N . . . . .
P P P P . . P P
R . B Q K B N R
",0,d5d8
Sicilian Defense: McDonnell Attack,"r n . q k b n r
. p . b p p p p
p . . . . . . .
. . p . . . . .
. . B . . P P .
. . N P . . . .
P P P . . . . P
R . B Q K . N R a2a4 0
r n . q k b n r
. p . b p p p p
p . . . . . . .
. . p . . . . .
P . B . . P P .
. . N P . . . .
. P P . . . . P
R . B Q K . N R e7e6 0
r n . q k b n r
. p . b . p p p
p . . . p . . .
. . p . . . . .
P . B . . P P .
. . N P . . . .
. P P . . . . P
R . B Q K . N R c1d2 0
r n . q k b n r
. p . b . p p p
p . . . p . . .
. . p . . . . .
P . B . . P P .
. . N P . . . .
. P P B . . . P
R . . Q K . N R d7c6 0
r n . q k b n r
. p . . . p p p
p . b . p . . .
. . p . . . . .
P . B . . P P .
. . N P . . . .
. P P B . . . P
R . . Q K . N R g1f3 0
r n . q k b n r
. p . . . p p p
p . b . p . . .
. . p . . . . .
P . B . . P P .
. . N P . N . .
. P P B . . . P
R . . Q K . . R
",1,c6f3
Sicilian Defense: McDonnell Attack,"r n . q k b n r
. p . b p p p p
p . . . . . . .
. . p . . . . .
. . B . . P P .
. . N P . . . .
P P P . . . . P
R . B Q K . N R a2a4 0
r n . q k b n r
. p . b p p p p
p . . . . . . .
. . p . . . . .
P . B . . P P .
. . N P . . . .
. P P . . . . P
R . B Q K . N R e7e6 0
r n . q k b n r
. p . b . p p p
p . . . p . . .
. . p . . . . .
P . B . . P P .
. . N P . . . .
. P P . . . . P
R . B Q K . N R c1d2 0
r n . q k b n r
. p . b . p p p
p . . . p . . .
. . p . . . . .
P . B . . P P .
. . N P . . . .
. P P B . . . P
R . . Q K . N R d7c6 0
r n . q k b n r
. p . . . p p p
p . b . p . . .
. . p . . . . .
P . B . . P P .
. . N P . . . .
. P P B . . . P
R . . Q K . N R g1f3 0
r n . q k b n r
. p . . . p p p
p . b . p . . .
. . p . . . . .
P . B . . P P .
. . N P . N . .
. P P B . . . P
R . . Q K . . R c6f3 1
r n . q k b n r
. p . . . p p p
p . . . p . . .
. . p . . . . .
P . B . . P P .
. . N P . b . .
. P P B . . . P
R . . Q K . . R d1f3 1
r n . q k b n r
. p . . . p p p
p . . . p . . .
. . p . . . . .
P . B . . P P .
. . N P . Q . .
. P P B . . . P
R . . . K . . R d8h4 0
r n . . k b n r
. p . . . p p p
p . . . p . . .
. . p . . . . .
P . B . . P P q
. . N P . Q . .
. P P B . . . P
R . . . K . . R f3g3 0,2
r n . . k b n r
. p . . . p p p
p . . . p . . .
. . p . . . . .
P . B . . P P q
. . N P . . Q .
. P P B . . . P
R . . . K . . R h4g3 1
r n . . k b n r
. p . . . p p p
p . . . p . . .
. . p . . . . .
P . B . . P P .
. . N P . . q .
. P P B . . . P
R . . . K . . R h2g3 1,2
r n . . k b n r
. p . . . p p p
p . . . p . . .
. . p . . . . .
P . B . . P P .
. . N P . . P .
. P P B . . . .
R . . . K . . R
",0,b8c6
Nimzo-Larsen Attack: Modern Variation #2,"r n b q k b n r
p p p p . p p p
. . . . . . . .
. . . . p . . .
. . . . . . . .
. P . . . . . .
P . P P P P P P
R N B Q K B N R c1b2 0
r n b q k b n r
p p p p . p p p
. . . . . . . .
. . . . p . . .
. . . . . . . .
. P . . . . . .
P B P P P P P P
R N . Q K B N R e5e4 0
r n b q k b n r
p p p p . p p p
. . . . . . . .
. . . . . . . .
. . . . p . . .
. P . . . . . .
P B P P P P P P
R N . Q K B N R d2d3 0
r n b q k b n r
p p p p . p p p
. . . . . . . .
. . . . . . . .
. . . . p . . .
. P . P . . . .
P B P . P P P P
R N . Q K B N R g8f6 0
r n b q k b . r
p p p p . p p p
. . . . . n . .
. . . . . . . .
. . . . p . . .
. P . P . . . .
P B P . P P P P
R N . Q K B N R g1h3 0
r n b q k b . r
p p p p . p p p
. . . . . n . .
. . . . . . . .
. . . . p . . .
. P . P . . . N
P B P . P P P P
R N . Q K B . R d7d5 0
r n b q k b . r
p p p . . p p p
. . . . . n . .
. . . p . . . .
. . . . p . . .
. P . P . . . N
P B P . P P P P
R N . Q K B . R d3e4 1
r n b q k b . r
p p p . . p p p
. . . . . n . .
. . . p . . . .
. . . . P . . .
. P . . . . . N
P B P . P P P P
R N . Q K B . R f6e4 1
r n b q k b . r
p p p . . p p p
. . . . . . . .
. . . p . . . .
. . . . n . . .
. P . . . . . N
P B P . P P P P
R N . Q K B . R h3f4 0
r n b q k b . r
p p p . . p p p
. . . . . . . .
. . . p . . . .
. . . . n N . .
. P . . . . . .
P B P . P P P P
R N . Q K B . R d8h4 0
r n b . k b . r
p p p . . p p p
. . . . . . . .
. . . p . . . .
. . . . n N . q
. P . . . . . .
P B P . P P P P
R N . Q K B . R g2g3 0
r n b . k b . r
p p p . . p p p
. . . . . . . .
. . . p . . . .
. . . . n N . q
. P . . . . P .
P B P . P P . P
R N . Q K B . R f8c5 0
r n b . k . . r
p p p . . p p p
. . . . . . . .
. . b p . . . .
. . . . n N . q
. P . . . . P .
P B P . P P . P
R N . Q K B . R f2f3 0
r n b . k . . r
p p p . . p p p
. . . . . . . .
. . b p . . . .
. . . . n N . q
. P . . . P P .
P B P . P . . P
R N . Q K B . R
",0,c5f2
Nimzo-Larsen Attack: Modern Variation #2,"r n b q k b . r
p p p . . p p p
. . . . . . . .
. . . p . . . .
. . . . n . . .
. P . . . . . N
P B P . P P P P
R N . Q K B . R h3f4 0
r n b q k b . r
p p p . . p p p
. . . . . . . .
. . . p . . . .
. . . . n N . .
. P . . . . . .
P B P . P P P P
R N . Q K B . R d8h4 0
r n b . k b . r
p p p . . p p p
. . . . . . . .
. . . p . . . .
. . . . n N . q
. P . . . . . .
P B P . P P P P
R N . Q K B . R g2g3 0
r n b . k b . r
p p p . . p p p
. . . . . . . .
. . . p . . . .
. . . . n N . q
. P . . . . P .
P B P . P P . P
R N . Q K B . R f8c5 0
r n b . k . . r
p p p . . p p p
. . . . . . . .
. . b p . . . .
. . . . n N . q
. P . . . . P .
P B P . P P . P
R N . Q K B . R f2f3 0
r n b . k . . r
p p p . . p p p
. . . . . . . .
. . b p . . . .
. . . . n N . q
. P . . . P P .
P B P . P . . P
R N . Q K B . R
",0,c5f2
Nimzo-Larsen Attack: Modern Variation #2,"r n b q k b . r
p p p p . p p p
. . . . . n . .
. . . . . . . .
. . . . p . . .
. P . P . . . .
P B P . P P P P
R N . Q K B N R g1h3 0
r n b q k b . r
p p p p . p p p
. . . . . n . .
. . . . . . . .
. . . . p . . .
. P . P . . . N
P B P . P P P P
R N . Q K B . R d7d5 0
r n b q k b . r
p p p . . p p p
. . . . . n . .
. . . p . . . .
. . . . p . . .
. P . P . . . N
P B P . P P P P
R N . Q K B . R d3e4 1
r n b q k b . r
p p p . . p p p
. . . . . n . .
. . . p . . . .
. . . . P . . .
. P . . . . . N
P B P . P P P P
R N . Q K B . R f6e4 1
r n b q k b . r
p p p . . p p p
. . . . . . . .
. . . p . . . .
. . . . n . . .
. P . . . . . N
P B P . P P P P
R N . Q K B . R h3f4 0
r n b q k b . r
p p p . . p p p
. . . . . . . .
. . . p . . . .
. . . . n N . .
. P . . . . . .
P B P . P P P P
R N . Q K B . R d8h4 0
r n b . k b . r
p p p . . p p p
. . . . . . . .
. . . p . . . .
. . . . n N . q
. P . . . . . .
P B P . P P P P
R N . Q K B . R g2g3 0
r n b . k b . r
p p p . . p p p
. . . . . . . .
. . . p . . . .
. . . . n N . q
. P . . . . P .
P B P . P P . P
R N . Q K B . R f8c5 0
r n b . k . . r
p p p . . p p p
. . . . . . . .
. . b p . . . .
. . . . n N . q
. P . . . . P .
P B P . P P . P
R N . Q K B . R f2f3 0
r n b . k . . r
p p p . . p p p
. . . . . . . .
. . b p . . . .
. . . . n N . q
. P . . . P P .
P B P . P . . P
R N . Q K B . R
",0,c5f2
